MPI_Send_init,1,4194304,100,11831062.447518,11831062.740721,0.293203
version1
MPI_PSend,0,1,100,12469316.967050,12469316.967099,0.000049
MPI_PSend,1,1,100,11831063.137608,11831063.250573,0.112964
MPI_PSend,0,2,100,12469317.080125,12469317.080262,0.000138
MPI_PSend,1,2,100,11831063.250689,11831063.250831,0.000142
MPI_PSend,0,4,100,12469317.080333,12469317.080402,0.000070
MPI_PSend,1,4,100,11831063.250900,11831063.250972,0.000072
MPI_PSend,0,8,100,12469317.080477,12469317.080549,0.000073
MPI_PSend,1,8,100,11831063.251045,11831063.251119,0.000074
MPI_PSend,0,16,100,12469317.080618,12469317.080690,0.000072
MPI_PSend,1,16,100,11831063.251186,11831063.251259,0.000074
MPI_PSend,0,32,100,12469317.080982,12469317.081186,0.000203
MPI_PSend,1,32,100,11831063.251326,11831063.251761,0.000435
MPI_PSend,0,64,100,12469317.081264,12469317.081356,0.000092
MPI_PSend,1,64,100,11831063.251832,11831063.251930,0.000099
MPI_PSend,0,128,100,12469317.081431,12469317.081526,0.000095
MPI_PSend,1,128,100,11831063.251999,11831063.252106,0.000108
MPI_PSend,0,256,100,12469317.081616,12469317.081700,0.000084
MPI_PSend,1,256,100,11831063.252184,11831063.252370,0.000186
MPI_PSend,0,512,100,12469317.081873,12469317.082407,0.000534
MPI_PSend,1,512,100,11831063.252440,11831063.252986,0.000547
MPI_PSend,0,1024,100,12469317.082493,12469317.082620,0.000127
MPI_PSend,1,1024,100,11831063.253062,11831063.253420,0.000358
MPI_PSend,0,2048,100,12469317.082921,12469317.083083,0.000163
MPI_PSend,1,2048,100,11831063.253487,11831063.253892,0.000405
MPI_PSend,0,4096,100,12469317.083394,12469317.084461,0.001067
MPI_PSend,1,4096,100,11831063.253960,11831063.255028,0.001068
MPI_PSend,0,8192,100,12469317.084530,12469317.085707,0.001177
MPI_PSend,1,8192,100,11831063.255098,11831063.256273,0.001175
MPI_PSend,0,16384,100,12469317.085774,12469317.087513,0.001740
MPI_PSend,1,16384,100,11831063.256342,11831063.258080,0.001739
MPI_PSend,0,32768,100,12469317.087581,12469317.090429,0.002848
MPI_PSend,1,32768,100,11831063.258149,11831063.260996,0.002847
MPI_PSend,0,65536,100,12469317.090498,12469317.095881,0.005382
MPI_PSend,1,65536,100,11831063.261066,11831063.266448,0.005382
MPI_PSend,0,131072,100,12469317.095963,12469317.105184,0.009221
MPI_PSend,1,131072,100,11831063.266531,11831063.275751,0.009220
MPI_PSend,0,262144,100,12469317.105252,12469317.122921,0.017668
MPI_PSend,1,262144,100,11831063.275820,11831063.293488,0.017667
MPI_PSend,0,524288,100,12469317.122992,12469317.157693,0.034701
MPI_PSend,1,524288,100,11831063.293560,11831063.328261,0.034700
MPI_PSend,0,1048576,100,12469317.157764,12469317.227519,0.069755
MPI_PSend,1,1048576,100,11831063.328332,11831063.398085,0.069754
MPI_PSend,0,2097152,100,12469317.227609,12469317.365027,0.137419
MPI_PSend,1,2097152,100,11831063.398177,11831063.535594,0.137418
MPI_PSend,0,4194304,100,12469317.365125,12469317.661009,0.295884
MPI_PSend,1,4194304,100,11831063.535693,11831063.831575,0.295882
version2
MPI_PSend,0,1,100,12469318.072991,12469318.073045,0.000054
MPI_PSend,0,2,100,12469318.164775,12469318.164813,0.000038
MPI_PSend,1,1,100,11831064.243556,11831064.335220,0.091665
MPI_PSend,1,2,100,11831064.335341,11831064.335414,0.000073
MPI_PSend,0,4,100,12469318.164923,12469318.164989,0.000066
MPI_PSend,1,4,100,11831064.335491,11831064.335558,0.000068
MPI_PSend,0,8,100,12469318.165058,12469318.165132,0.000074
MPI_PSend,1,8,100,11831064.335626,11831064.335702,0.000075
MPI_PSend,0,16,100,12469318.165201,12469318.165283,0.000082
MPI_PSend,1,16,100,11831064.335770,11831064.335852,0.000082
MPI_PSend,0,32,100,12469318.165541,12469318.165755,0.000214
MPI_PSend,0,64,100,12469318.165830,12469318.165869,0.000039
MPI_PSend,1,32,100,11831064.335920,11831064.336330,0.000410
MPI_PSend,1,64,100,11831064.336398,11831064.336462,0.000064
MPI_PSend,0,128,100,12469318.165962,12469318.166064,0.000101
MPI_PSend,1,128,100,11831064.336530,11831064.336639,0.000109
MPI_PSend,0,256,100,12469318.166138,12469318.166240,0.000102
MPI_PSend,1,256,100,11831064.336706,11831064.336812,0.000106
MPI_PSend,0,512,100,12469318.166312,12469318.166836,0.000524
MPI_PSend,1,512,100,11831064.336880,11831064.337416,0.000536
MPI_PSend,0,1024,100,12469318.166916,12469318.167052,0.000136
MPI_PSend,1,1024,100,11831064.337484,11831064.337670,0.000186
MPI_PSend,0,2048,100,12469318.167170,12469318.167348,0.000177
MPI_PSend,1,2048,100,11831064.337738,11831064.338053,0.000315
MPI_PSend,0,4096,100,12469318.167557,12469318.168673,0.001116
MPI_PSend,1,4096,100,11831064.338124,11831064.339240,0.001116
MPI_PSend,0,8192,100,12469318.168745,12469318.169924,0.001179
MPI_PSend,1,8192,100,11831064.339314,11831064.340491,0.001178
MPI_PSend,0,16384,100,12469318.169991,12469318.171753,0.001762
MPI_PSend,1,16384,100,11831064.340559,11831064.342320,0.001761
MPI_PSend,0,32768,100,12469318.171820,12469318.174649,0.002829
MPI_PSend,1,32768,100,11831064.342388,11831064.345216,0.002828
MPI_PSend,0,65536,100,12469318.174715,12469318.179651,0.004935
MPI_PSend,1,65536,100,11831064.345283,11831064.350218,0.004934
MPI_PSend,0,131072,100,12469318.179717,12469318.188913,0.009196
MPI_PSend,1,131072,100,11831064.350285,11831064.359480,0.009195
MPI_PSend,0,262144,100,12469318.188982,12469318.206733,0.017751
MPI_PSend,1,262144,100,11831064.359550,11831064.377300,0.017750
MPI_PSend,0,524288,100,12469318.206803,12469318.241510,0.034707
MPI_PSend,1,524288,100,11831064.377371,11831064.412078,0.034706
MPI_PSend,0,1048576,100,12469318.241579,12469318.311335,0.069756
MPI_PSend,1,1048576,100,11831064.412147,11831064.481902,0.069755
MPI_PSend,0,2097152,100,12469318.311414,12469318.448781,0.137367
MPI_PSend,1,2097152,100,11831064.481982,11831064.619348,0.137366
MPI_PSend,0,4194304,100,12469318.448878,12469318.744855,0.295976
MPI_PSend,1,4194304,100,11831064.619447,11831064.915421,0.295975
